virus_unid	human_unid	pred_score	pred_label
YP_009553272.1	P01286	0.9968221	1
YP_001033974.1	P05164	8.841313e-05	0
AP_000250.1	A6NI56	0.035437845	0
AP_000363.1	Q9UBX0	9.3990036e-07	0
YP_001034009.1	Q16570	0.0071984897	0
NP_044191.1	Q8N9V6	3.2628526e-07	0
YP_005296309.1	O43681	0.0021307496	0
AEV54984.1	P18627	0.0013048148	0
YP_068243.1	Q9H3G5	0.33672163	0
AFD21908.1	Q9BVM4	0.10381664	0
YP_009703198.1	P52961	3.2407772e-06	0
AJB28749.1	Q6IC83	1.615153e-05	0
YP_010113415.1	Q8WXC3	0.000224371	0
AEV54993.1	Q9BTN0	9.585402e-06	0
YP_009703184.1	Q8NEV9	0.00034113662	0
YP_214042.1	P30542	3.3543387e-07	0
NP_015545.1	Q9Y2U9	1.18459766e-07	0
YP_009252274.1	Q58F21	0.278881	0
YP_009021239.1	Q92949	6.448807e-05	0
ABG89313.1	Q6NYC1	0.00067800994	0
NP_044187.1	Q8IVE3	0.0007017225	0
YP_068296.1	Q96FE5	4.1101402e-09	0
ACN89738.1	Q8IZT8	0.0031419666	0
AFD21894.1	P43351	0.00044645343	0
BAA82898.1	Q8WWF6	0.9346518	1
YP_067910.1	Q9BWQ6	0.00025149208	0
YP_009344883.1	Q96MM7	5.4848403e-08	0
YP_006331069.1	Q6FI81	0.033574138	0
YP_005296344.1	P26441	0.006112092	0
YP_009703186.1	Q7Z736	0.005844752	0
YP_009703124.1	P09564	5.658737e-07	0
YP_001648803.1	Q8NEM7	0.9998074	1
AFD22103.1	O15353	4.536857e-05	0
YP_009126909.1	P46020	0.99957174	1
YP_010113374.1	O75509	2.358965e-07	0
NP_066884.1	Q6IQ21	1.9087516e-05	0
YP_009703179.1	Q969V4	0.0024012614	0
YP_068276.1	Q9Y2C9	2.4180703e-05	0
YP_010113303.1	P03971	1.2077272e-06	0
YP_214057.2	Q96KM6	0.0045725964	0
AP_000052.1	P09564	0.00022465165	0
NP_066841.1	P12838	0.0019052558	0
YP_068315.1	Q8TCU5	0.0008464254	0
YP_010113340.1	Q96HI0	0.01568801	0
NP_570774.1	P50553	0.0047289934	0
AEV54992.1	Q96H12	0.019275194	0
YP_010113394.1	Q9NZH6	3.8547536e-05	0
YP_214071.1	Q9GZS1	0.15017635	0
ADE18857.1	Q6PCE3	0.00028587013	0
YP_010097059.1	Q9H2A7	8.851131e-07	0
AEP82751.1	Q9UJN7	0.56081295	1
YP_009337634.1	P51452	8.8364584e-05	0
YP_067926.1	Q8NB90	3.49873e-05	0
AFD22088.1	Q86YJ5	1.68249e-05	0
ACN89687.1	P22079	0.64692473	1
YP_214029.1	O75593	0.00015599768	0
YP_009252230.1	Q9Y586	0.00042718937	0
YP_004346941.1	Q969N4	1.9476645e-09	0
YP_009944252.1	O60759	0.9479356	1
YP_010113287.1	Q9NYP9	4.2293286e-05	0
NP_066843.1	Q96DG6	0.00030204587	0
YP_009337825.1	Q9Y6A5	0.00044329325	0
YP_068003.1	Q12767	0.99765944	1
YP_001033940.1	O75807	0.033478264	0
AAD21392.1	Q13021	1.25855395e-05	0
YP_010097103.1	Q9BX95	1.1866541e-05	0
YP_214027.1	Q2M1V0	8.7745985e-07	0
YP_010097114.1	P01008	8.827022e-07	0
YP_009109619.1	Q8NEZ2	0.00031289342	0
AAD03062.1	Q9NYP9	0.0006827319	0
YP_009553262.1	Q8N0Y2	3.1595998e-06	0
YP_009252302.1	Q15695	0.14181638	0
AIB07786.1	Q9BWQ6	1.9597466e-05	0
YP_005296343.1	Q9P2L0	0.007792956	0
YP_010113353.1	O94989	2.4709962e-06	0
AFD22038.1	Q9NPR9	0.00031477812	0
NP_570770.1	Q96D03	0.00022143096	0
CAP08183.1	Q5T3J3	0.06003622	0
YP_010113351.1	Q2I0M4	5.2377654e-08	0
YP_009513226.1	O43781	0.021391945	0
YP_214127.1	Q9H425	0.017682645	0
AHM88401.1	Q9BZV1	0.0030432902	0
YP_009344945.1	Q9BSU1	0.001277341	0
AFD97613.1	Q9NX18	0.033005957	0
AFD21991.1	Q96QS3	6.0733186e-07	0
YP_010097695.1	Q8WWU5	5.4118254e-06	0
NP_597697.1	Q8IX90	0.001817779	0
YP_182361.1	Q9UDY8	0.76435804	1
ACN89744.1	Q6UW49	0.079680674	0
AEV54975.1	P40933	0.020974666	0
YP_010086168.1	Q9NZH6	0.0050963066	0
YP_068116.1	O00757	0.0036030759	0
YP_009072435.1	Q16553	9.658035e-07	0
YP_010113361.1	Q9BWQ6	1.134571e-06	0
YP_010113294.1	Q8TF39	5.245273e-12	0
YP_008520228.1	Q96JL9	3.2431424e-06	0
YP_008492964.1	Q9NZH6	0.068169735	0
YP_010113423.1	Q7L311	0.28431818	0
YP_008888534.1	Q96IG2	3.2141838e-06	0
YP_010113360.1	Q6PCE3	4.3118166e-06	0
NP_058429.1	Q8NFW5	0.040425383	0
YP_164631.1	P00746	0.1785808	0
YP_009553676.1	A0A0C4DH68	0.0012187783	0
YP_214146.1	Q86TB9	0.17582189	0
AFD22070.1	Q9UJ70	0.008604144	0
YP_010097118.1	Q8IXQ5	2.9200859e-08	0
AEV55000.1	Q9Y4C1	0.0023358115	0
YP_004346952.1	Q8N539	0.0005173129	0
NP_570261.1	Q8IZP9	7.020685e-05	0
AP_000344.1	P26842	1.713159e-05	0
YP_008493017.1	Q6P3W2	0.0634844	0
YP_010113283.1	Q9BRX9	0.0072192107	0
AP_000072.1	P01602	1.7474588e-06	0
CAP08108.1	P18627	0.7256069	1
NP_570168.1	P12277	0.0006948168	0
YP_214022.1	P25100	2.4579895e-06	0
YP_009252296.1	Q9NQI0	0.78059196	1
YP_068214.1	Q8IZ02	3.460801e-09	0
CAP08129.1	P26715	6.806247e-05	0
YP_010097681.1	Q8NC26	3.336457e-09	0
AFV77574.1	Q2M1V0	2.3462846e-06	0
YP_009344946.1	Q6Q8B3	0.9945041	1
NP_598364.1	Q8WUA4	6.216232e-05	0
NP_066876.1	Q96CN5	0.0075353854	0
YP_004123736.1	P46094	1.093711e-08	0
AEV55066.1	Q9UHW5	0.80141944	1
YP_009552041.1	A6NK59	0.00013472197	0
YP_009021237.1	Q9UKC9	0.49212596	0
YP_338083.1	O95848	0.00020683542	0
YP_009140483.1	Q9BSU1	0.00019760324	0
YP_009408610.1	Q96S95	0.20934889	0
BAA82905.1	Q8NDX6	0.0006417285	0
YP_009703199.1	Q9NX95	3.2281794e-06	0
YP_068319.1	P51884	9.610177e-08	0
AIH06858.1	P46663	1.2145861e-05	0
NP_108655.1	Q6ZS94	3.798719e-05	0
CAZ86712.1	P49747	0.009680698	0
NP_570184.1	Q06828	1.7382428e-05	0
YP_009344834.1	P59534	1.6635919e-07	0
YP_009703067.1	Q9Y6G3	0.0014293696	0
BAA82940.1	Q96BM1	5.133078e-05	0
ACN89719.1	Q9ULL1	0.034876537	0
YP_010113264.1	P58062	8.8122187e-07	0
YP_008493023.1	P19526	5.5664514e-05	0
YP_182372.1	Q9BYT3	0.0046898997	0
ABU90816.1	Q9HCI7	0.13301103	0
YP_182341.1	Q86T26	1.4179483e-07	0
YP_068363.1	Q5VVQ6	0.54253316	1
AAY68300.1	P12532	0.0019315309	0
YP_214100.1	Q8NCN5	9.73526e-07	0
AAD21356.1	Q8WXC3	9.151746e-06	0
AJB28750.1	P01008	1.7826904e-05	0
YP_164634.1	P62312	0.23659813	0
YP_009552045.1	P35590	0.07590342	0
CAP08204.1	Q92521	1.1498118e-05	0
YP_009703105.1	O14804	1.8254312e-07	0
AAD21332.1	Q9Y2I6	0.6025268	1
YP_005296227.1	Q92932	0.00040027002	0
YP_068254.1	P33552	0.030542016	0
YP_006355434.1	Q9P2L0	3.2070925e-06	0
YP_009551346.1	Q9H061	0.0005127679	0
YP_001033973.1	P43351	0.28331578	0
AFD21925.1	Q9Y342	4.6461864e-07	0
AAF19392.1	Q5TF21	8.339873e-06	0
YP_182344.2	O75319	0.00065278355	0
YP_008145321.1	Q07108	4.507526e-08	0
YP_182340.1	P07476	3.0206422e-05	0
AAD21387.1	Q86VW2	0.00022095178	0
YP_007518086.1	Q16538	4.901633e-09	0
AP_000238.1	Q9NZ32	0.08336269	0
YP_009252243.1	Q9NWH9	0.029651405	0
YP_004123752.1	Q96HE8	0.01634012	0
YP_068108.1	Q96SL8	1.3024603e-06	0
AFD22121.1	Q15672	2.7354583e-06	0
YP_001033949.1	Q96HA4	7.54071e-05	0
YP_009449561.1	Q9Y6G5	0.0026764697	0
YP_009508497.1	O75419	0.0029891203	0
YP_010097653.1	Q8NFG4	2.471157e-05	0
NP_044202.1	O75762	9.779982e-07	0
BAA82941.1	Q16600	8.2170274e-08	0
YP_214150.1	Q9HBW9	1.4253658e-09	0
YP_009824985.1	Q9NXT0	0.0012036309	0
YP_009703119.1	Q08493	2.3078173e-06	0
YP_068306.1	Q9UDR5	2.666382e-06	0
AP_000055.1	Q96S95	0.00016010356	0
NP_108677.1	P40933	0.22475958	0
YP_008145317.1	Q6NXT1	7.6827024e-07	0
NP_570746.1	E7ETH6	5.359003e-06	0
YP_010097069.1	Q5TF21	0.0016990547	0
YP_009054988.1	P20265	1.1741192e-06	0
YP_009513022.1	Q8NEM7	0.0015412046	0
YP_005296239.1	P20851	0.00029473504	0
YP_068386.1	Q8NFW5	0.0031057515	0
YP_182347.1	Q8N4X5	5.2127975e-06	0
CAP08159.1	Q8IVY1	0.0012344051	0
ACU27443.1	Q14005	0.28002083	0
YP_004021925.1	Q9NWS0	6.554593e-06	0
YP_009703174.1	Q86Y79	3.415375e-05	0
YP_214163.1	Q15672	3.4490615e-05	0
AP_000618.1	O43781	0.025445098	0
BAA82891.1	Q07869	0.00010079624	0
AIY35098.1	Q68DH5	0.05581794	0
YP_009021235.1	Q9Y586	0.5396887	1
YP_009703176.1	A8MYU2	0.014289441	0
YP_009344872.1	Q8N283	2.8675375e-05	0
YP_009505678.1	Q92521	0.00010602743	0
AP_000340.1	P59534	9.3206404e-07	0
YP_010113399.1	Q9BSU1	0.0003651581	0
YP_003778193.1	P05452	1.9612237e-06	0
ACN89756.1	Q5VT99	0.43285504	0
YP_001033941.1	Q9H2A7	7.24199e-05	0
YP_001033932.1	P46019	8.896574e-05	0
YP_068141.1	Q8NC26	3.6514183e-09	0
YP_214046.1	Q9NZH6	0.012109533	0
YP_009344866.1	Q9BXU9	1.6635854e-06	0
BAA82906.1	P21918	1.2339457e-05	0
CAP08045.1	Q86UV5	1.4758834e-06	0
YP_010113281.1	Q96QC0	0.00076460786	0
AKA44547.1	P34913	1.0626036e-06	0
YP_068110.1	P08048	4.945981e-08	0
YP_008520239.1	Q6ZN84	0.3834827	0
YP_009553674.1	Q8N0Z9	0.00055794686	0
AFD21959.1	Q9Y397	1.1176547e-08	0
AEV55057.1	Q9Y6G5	0.00072338386	0
YP_164629.1	Q6PCE3	0.032888196	0
YP_010097629.1	Q9BZV1	4.1859737e-05	0
YP_068256.1	Q9BRX9	0.50677663	1
YP_010113271.1	P51693	3.2824478e-06	0
NP_570179.1	Q9ULA0	5.1268985e-06	0
YP_068145.1	O75309	0.021727037	0
YP_007195268.1	Q9P2L0	0.9991879	1
YP_068340.1	Q13519	0.10451163	0
YP_003896052.1	Q9UL59	1.42995e-07	0
AAD03087.1	Q9NP71	0.0003916649	0
YP_009130678.1	Q9UKU7	0.00041811157	0
YP_068235.1	Q9UNN5	0.07029281	0
YP_010113350.1	Q9UBC0	0.0004400904	0
YP_010113324.1	Q9NQZ5	0.0021253575	0
NP_056817.2	Q8N5H7	0.0002313081	0
AIY35074.1	P35575	7.905265e-09	0
AFD21876.1	Q9H4B6	0.086150706	0
YP_214093.1	P52798	9.70341e-07	0
YP_214166.1	Q07869	0.06719955	0
YP_008492997.1	Q16538	1.329655e-08	0
ACN89698.1	P08048	2.6098316e-05	0
YP_010097129.1	Q8IX18	7.397994e-05	0
YP_009505580.1	Q9H0C5	8.963164e-06	0
YP_004895376.1	Q9UDY8	0.9999912	1
YP_010097083.1	Q9Y462	2.6919198e-09	0
YP_068265.1	Q53RT3	0.38205376	0
NP_570806.1	P53384	9.392638e-05	0
NP_598360.1	Q9H9P2	1.1231811e-08	0
YP_009513225.1	P32248	8.042761e-07	0
AKA97939.1	Q9BXU9	0.000415492	0
NP_041233.1	P09467	0.47116813	0
YP_009109575.1	Q9H0C5	0.0003614696	0
YP_068200.1	P03928	1.600059e-06	0
AFD21973.1	Q7Z5L7	6.5238855e-05	0
YP_010113365.1	Q8N954	0.0005606873	0
YP_067939.1	Q9NPD3	0.12098125	0
YP_068391.1	P60006	0.261103	0
YP_214165.1	Q9NQQ7	0.0001134328	0
NP_066834.1	P28069	9.997443e-07	0
YP_214015.1	Q9UBC0	0.0013727242	0
YP_009552746.1	P58062	9.481834e-08	0
YP_010113277.1	Q5VT99	1.393721e-06	0
AAD03085.1	Q9NZ32	0.00012164426	0
YP_009703110.1	Q8TD19	0.0012827934	0
YP_009703097.1	P54132	0.9937006	1
AER30026.1	Q6PI73	8.9882855e-07	0
YP_010097106.1	O60478	2.0365322e-05	0
YP_008136235.1	Q86VI4	0.00033242418	0
YP_009703093.1	Q96HE8	4.4927629e-07	0
YP_008492953.1	Q6QHK4	5.4054603e-06	0
YP_010113407.1	Q86Y79	4.03094e-06	0
YP_008492952.1	P08637	5.9058944e-05	0
AAF19391.1	Q96J94	0.06097791	0
YP_009703175.1	Q9H2A7	1.34631e-06	0
YP_068261.1	O95858	3.7980932e-08	0
YP_008136233.1	Q6XPS3	9.638463e-07	0
NP_015539.1	Q9Y2X9	0.001863675	0
YP_068369.1	Q2I0M4	8.5862416e-07	0
YP_010113290.1	Q9BX51	3.2483884e-05	0
YP_008492946.1	Q9NXI6	2.3448674e-05	0
YP_009552123.1	Q9BVG3	2.0819549e-05	0
CAP08074.1	Q99680	5.3736677e-08	0
AP_000063.1	Q92521	7.8452797e-07	0
YP_003587831.1	Q8NHV9	8.854652e-05	0
NP_570755.1	P04080	0.14271699	0
YP_214012.1	P17542	4.4725607e-06	0
YP_005296189.1	Q96JL9	1.11245726e-07	0
YP_010086829.1	O43921	5.964461e-06	0
YP_009010969.1	Q96JX3	4.2074375e-06	0
NP_066827.1	Q13094	0.06778556	0
YP_068011.1	Q53HC9	0.014804932	0
NP_570169.1	A6NJG6	4.582435e-05	0
YP_009252289.1	Q15695	0.14181638	0
YP_010113393.1	Q9UNN5	4.7308124e-05	0
YP_068228.1	Q9NPD3	0.00086039543	0
CAP08078.1	Q96HI0	0.0026933507	0
AEV54991.1	Q96PY6	0.0011654439	0
NP_570175.1	Q9UBQ0	5.6872163e-05	0
YP_209236.1	Q6ZN84	0.27831483	0
AAD03070.1	Q16600	6.733227e-08	0
YP_182385.1	Q9Y5B8	0.00030150847	0
NP_040835.1	Q9ULA0	0.0006118369	0
AIB07808.1	Q13094	0.0073802113	0
YP_068260.1	Q96A73	0.003777744	0
AIT11901.1	Q6PIL6	3.384918e-05	0
YP_009199248.1	Q9UL59	4.105334e-05	0
CAZ86703.1	P27918	7.654447e-06	0
AFD22154.1	P15056	1.4522772e-05	0
YP_068224.1	O95396	5.992992e-06	0
YP_010097087.1	O14548	1.3569452e-05	0
YP_010113348.1	P33552	5.9395647e-06	0
AEV55043.1	Q96JX3	9.2966627e-07	0
YP_009344928.1	Q9Y6Q6	1.4877512e-06	0
ACN89773.1	P11678	0.4532775	0
AEV55025.1	Q9Y397	1.4711085e-06	0
AFW97364.1	Q8IWL8	0.0019305567	0
YP_009703180.1	O43680	9.076691e-05	0
YP_010086094.1	Q9ULN7	0.00015145571	0
YP_001033981.1	O95436	1.9736159e-05	0
AP_000257.1	Q5VTQ0	0.59444046	1
YP_010113419.1	P25100	2.8647302e-09	0
AEV55079.1	Q16827	0.0039966893	0
YP_009224.1	P22891	0.00016538793	0
AAD12315.1	P03928	1.6169448e-06	0
YP_068206.1	P62312	0.063483246	0
ABU90817.1	Q13094	0.7999232	1
YP_005296231.1	Q5BIV9	0.00086055865	0
YP_010113384.1	Q7Z3Z4	3.4701009e-06	0
CAP08164.1	Q8IXQ5	5.092668e-05	0
YP_010097691.1	P54278	0.00094485393	0
CAP08051.1	Q9GZP1	5.6841636e-05	0
CAP08048.1	Q8NFZ8	0.00019276752	0
NP_044209.1	O00757	1.0422557e-06	0
CAP08205.1	Q9NPD3	0.0033046848	0
YP_009508493.1	O00322	0.004547413	0
NP_570801.1	Q96QH2	0.0003408132	0
NP_598363.1	Q8TDS7	4.436677e-09	0
ACU27444.1	P24394	1.7059774e-05	0
BAA82948.1	Q9P0M9	0.027662156	0
YP_009507375.1	Q16538	5.1993254e-07	0
YP_214090.1	Q15695	0.0059454753	0
NP_570792.1	P00750	1.4444098e-05	0
YP_009552034.1	P20265	0.032241125	0
BAA82915.1	P23280	0.004644081	0
YP_008520240.1	P46094	2.0953705e-06	0
ACU27441.1	P09564	0.06767528	0
YP_009344875.1	Q9Y397	6.686502e-08	0
YP_005296352.1	Q96SL4	0.04621109	0
YP_182348.1	Q8IYG6	2.740519e-07	0
AP_000064.1	Q9NV79	0.008152015	0
YP_214031.1	P56180	2.4174338e-05	0
AHL38182.1	P01602	0.00026286137	0
YP_068150.1	Q8NFU5	0.0006652038	0
YP_010097084.1	Q8IVE3	0.0001577198	0
AEV54971.1	Q14147	0.00060057675	0
YP_009703131.1	Q16849	0.07754164	0
AIY35089.1	Q9UJA5	0.0003077343	0
YP_008492990.1	P25021	4.7501482e-07	0
AFD21939.1	Q5T4D3	2.561679e-05	0
AAD03063.1	Q96S95	2.8494916e-05	0
AFD22135.1	O75309	0.037004266	0
YP_009252258.1	Q9Y2C9	1.1867048e-06	0
YP_009337829.1	Q9NUJ3	0.00018443025	0
CAP08065.1	Q587J7	0.011191784	0
NP_570178.1	P52798	7.909084e-08	0
YP_067966.1	Q96S95	0.9391544	1
AAT70776.1	Q8NCN5	3.1295574e-06	0
CAP08138.1	Q9BRX2	0.0026693705	0
NP_066911.1	Q8NEW7	0.038459554	0
YP_009227130.1	Q70EK9	0.011912243	0
NP_066851.1	Q8IXH6	0.00012265645	0
AFD22024.1	P51686	3.452507e-09	0
CAP08058.1	O15178	2.1591963e-05	0
YP_009344931.1	Q8N475	0.007011204	0
AAD03081.1	Q6NUI6	2.765136e-06	0
YP_009552038.1	Q7RTY7	2.5006278e-08	0
AFD22005.1	Q9BSU1	0.013142128	0
AP_000626.1	Q8IX90	0.00133017	0
AP_000338.1	Q9UDR5	0.002172424	0
AAD03089.1	O14709	2.051458e-07	0
YP_010113257.1	Q9BYT3	3.7780075e-05	0
YP_008520221.1	Q9NZI2	0.14252947	0
CAP08132.1	Q9H2J7	9.493644e-06	0
YP_010113263.1	Q9BSU1	2.7281214e-05	0
YP_010097097.1	P20827	1.598142e-07	0
NP_570296.1	Q16827	0.04251093	0
AP_000615.1	Q8TCU5	1.1295981e-05	0
AP_000635.1	A8MYU2	5.967221e-07	0
AEV55033.1	Q5SRH9	0.00019295985	0
YP_009825002.1	Q8WXC3	1.5517313e-05	0
ACN89766.1	Q8IWF2	0.04466168	0
YP_005296373.1	Q86VQ0	0.0076844804	0
YP_214085.1	Q16653	0.008546876	0
YP_009344858.1	Q8N475	0.00048058166	0
YP_068165.1	Q8NEL9	6.545434e-05	0
YP_009241384.1	P46663	3.9803754e-07	0
AIY35104.1	Q9ULA0	0.00015017582	0
YP_010113335.1	Q49AM1	1.404458e-06	0
AAD21378.1	Q70YC5	0.00025573076	0
YP_009703059.1	Q9BT17	0.008672546	0
ACN89726.1	Q16827	0.24891126	0
YP_009551344.1	P03999	7.802808e-11	0
YP_068347.1	Q8NFW5	0.33543062	0
AEV55046.1	Q07108	3.2713938e-09	0
AKA44548.1	Q13519	0.00016395736	0
YP_010097100.1	Q96QS3	1.36542e-08	0
YP_214041.1	Q9NQZ7	4.999514e-05	0
AP_000349.1	Q5TF21	0.00089640537	0
NP_108671.1	Q8NFG4	0.009621813	0
YP_009203.1	P49961	0.0030739056	0
YP_010771317.1	Q5T1V6	0.0011990966	0
YP_214009.1	P25021	1.7115429e-08	0
YP_009344915.1	Q8NEW7	0.018918304	0
AAD21360.1	O43916	0.0027856021	0
YP_010097075.1	Q9UJ70	0.00032400005	0
YP_009344865.1	Q7Z3Z4	0.00088310556	0
AP_000611.1	Q9BV40	0.00012121214	0
YP_004857845.1	Q9NYL4	0.9999473	1
YP_001033939.1	Q8NFG4	2.5390877e-06	0
YP_009344938.1	P07949	3.52501e-05	0
YP_004123740.1	P37059	0.0008590855	0
AP_000627.1	Q9NQI0	0.117822595	0
YP_068280.1	Q9BPZ7	0.0020359734	0
BAA82907.1	Q8IVP9	1.4751528e-11	0
YP_009344876.1	Q9NP71	0.009992299	0
YP_009344850.1	Q9H300	5.2727455e-06	0
ACU27448.1	Q8N4F0	0.99991345	1
YP_010097656.1	Q9H2J7	1.0621942e-06	0
AP_000048.1	P01876	0.002216977	0
YP_009703112.1	P11678	1.6955628e-05	0
YP_008492947.1	Q4KMP7	0.0005577597	0
CAP08063.1	Q2M1V0	8.7745985e-07	0
YP_009010970.1	Q5MY95	1.893436e-06	0
AAD03073.1	P26842	1.6829337e-07	0
NP_598359.1	O60674	2.0490368e-06	0
YP_009703129.1	Q96MU8	0.03233423	0
YP_010097636.1	Q8IXQ5	7.905551e-09	0
YP_004895383.1	Q8TCU5	0.98171103	1
YP_009337630.1	P07101	1.2067143e-05	0
YP_009046820.1	Q8TF39	2.2730342e-11	0
YP_010113304.1	Q8WXX7	1.3387137e-05	0
AAD12311.1	Q5VVQ6	0.010659991	0
NP_015551.1	P20265	1.681061e-05	0
YP_717904.1	A6NFQ7	0.04707022	0
YP_068242.1	P0DN77	3.8085163e-05	0
YP_009703202.1	Q9Y2C9	8.8481196e-05	0
AIB07801.1	Q6NXT1	2.5403662e-07	0
AIY35068.1	Q6P3W2	0.0951576	0
YP_009109594.1	Q9Y3C7	0.00057185994	0
YP_005296219.1	O94844	0.89955986	1
YP_010097127.1	Q8N0Z9	7.102732e-05	0
AAD21341.1	Q86V35	0.23274267	0
YP_008492948.1	O14543	0.0022597439	0
YP_068133.1	Q8N4L4	2.2674387e-05	0
YP_007518072.1	P20265	0.0006548383	0
YP_068097.1	P01876	0.0001991444	0
AIY35083.1	O43680	1.4451221e-05	0
YP_010113307.1	Q9HAC8	0.0003503083	0
YP_009505572.1	Q9UBC0	0.00024791836	0
CAP08072.1	O14548	1.0943945e-05	0
YP_010113370.1	Q6UXN8	3.5321393e-06	0
YP_005296206.1	Q5VT99	1.752504e-05	0
YP_009001466.1	Q9BX51	0.008208293	0
AFV77576.1	Q9UBF9	0.030941768	0
NP_015533.1	P27918	3.0836438e-07	0
YP_010113387.1	Q8NAF0	3.652639e-08	0
YP_009553272.1	P01286	0.9968221	1
YP_001033974.1	P05164	8.841313e-05	0
AP_000250.1	A6NI56	0.035437845	0
AP_000363.1	Q9UBX0	9.3990036e-07	0
YP_001034009.1	Q16570	0.0071984897	0
NP_044191.1	Q8N9V6	3.2628526e-07	0
YP_005296309.1	O43681	0.0021307496	0
AEV54984.1	P18627	0.0013048148	0
YP_068243.1	Q9H3G5	0.33672163	0
AFD21908.1	Q9BVM4	0.10381664	0
YP_009703198.1	P52961	3.2407772e-06	0
AJB28749.1	Q6IC83	1.615153e-05	0
YP_010113415.1	Q8WXC3	0.000224371	0
AEV54993.1	Q9BTN0	9.585402e-06	0
YP_009703184.1	Q8NEV9	0.00034113662	0
YP_214042.1	P30542	3.3543387e-07	0
NP_015545.1	Q9Y2U9	1.1845988e-07	0
YP_009252274.1	Q58F21	0.27888137	0
YP_009021239.1	Q92949	6.448807e-05	0
ABG89313.1	Q6NYC1	0.00067800994	0
NP_044187.1	Q8IVE3	0.0007017225	0
YP_068296.1	Q96FE5	4.1101402e-09	0
ACN89738.1	Q8IZT8	0.0031419666	0
AFD21894.1	P43351	0.00044645343	0
BAA82898.1	Q8WWF6	0.9346518	1
YP_067910.1	Q9BWQ6	0.00025149208	0
YP_009344883.1	Q96MM7	5.484861e-08	0
YP_006331069.1	Q6FI81	0.033574063	0
YP_005296344.1	P26441	0.006112092	0
YP_009703186.1	Q7Z736	0.005844752	0
YP_009703124.1	P09564	5.658737e-07	0
YP_001648803.1	Q8NEM7	0.9998074	1
AFD22103.1	O15353	4.536857e-05	0
YP_009126909.1	P46020	0.99957174	1
YP_010113374.1	O75509	2.358965e-07	0
NP_066884.1	Q6IQ21	1.9087516e-05	0
YP_009703179.1	Q969V4	0.0024012614	0
YP_068276.1	Q9Y2C9	2.4180703e-05	0
YP_010113303.1	P03971	1.2077272e-06	0
YP_214057.2	Q96KM6	0.0045725964	0
AP_000052.1	P09564	0.00022465165	0
NP_066841.1	P12838	0.0019052558	0
YP_068315.1	Q8TCU5	0.0008464254	0
YP_010113340.1	Q96HI0	0.01568801	0
NP_570774.1	P50553	0.0047289934	0
AEV54992.1	Q96H12	0.019275194	0
YP_010113394.1	Q9NZH6	3.8547536e-05	0
YP_214071.1	Q9GZS1	0.15017635	0
ADE18857.1	Q6PCE3	0.00028586795	0
YP_010097059.1	Q9H2A7	8.851114e-07	0
AEP82751.1	Q9UJN7	0.56081295	1
YP_009337634.1	P51452	8.8364584e-05	0
YP_067926.1	Q8NB90	3.49873e-05	0
AFD22088.1	Q86YJ5	1.68249e-05	0
ACN89687.1	P22079	0.64692473	1
YP_214029.1	O75593	0.00015599768	0
YP_009252230.1	Q9Y586	0.00042718937	0
YP_004346941.1	Q969N4	1.9476645e-09	0
YP_009944252.1	O60759	0.9479357	1
YP_010113287.1	Q9NYP9	4.2293326e-05	0
NP_066843.1	Q96DG6	0.00030204587	0
YP_009337825.1	Q9Y6A5	0.00044329325	0
YP_068003.1	Q12767	0.99765944	1
YP_001033940.1	O75807	0.033478264	0
AAD21392.1	Q13021	1.25855395e-05	0
YP_010097103.1	Q9BX95	1.1866541e-05	0
YP_214027.1	Q2M1V0	8.7745985e-07	0
YP_010097114.1	P01008	8.827022e-07	0
YP_009109619.1	Q8NEZ2	0.00031289342	0
AAD03062.1	Q9NYP9	0.0006827319	0
YP_009553262.1	Q8N0Y2	3.1595998e-06	0
YP_009252302.1	Q15695	0.14181638	0
AIB07786.1	Q9BWQ6	1.9597466e-05	0
YP_005296343.1	Q9P2L0	0.007792956	0
YP_010113353.1	O94989	2.4709962e-06	0
AFD22038.1	Q9NPR9	0.00031477812	0
NP_570770.1	Q96D03	0.00022143096	0
CAP08183.1	Q5T3J3	0.06003622	0
YP_010113351.1	Q2I0M4	5.2377654e-08	0
YP_009513226.1	O43781	0.021391945	0
YP_214127.1	Q9H425	0.017682623	0
AHM88401.1	Q9BZV1	0.0030432888	0
YP_009344945.1	Q9BSU1	0.001277341	0
AFD97613.1	Q9NX18	0.033005957	0
AFD21991.1	Q96QS3	6.0733186e-07	0
YP_010097695.1	Q8WWU5	5.4118254e-06	0
NP_597697.1	Q8IX90	0.001817779	0
YP_182361.1	Q9UDY8	0.76435804	1
ACN89744.1	Q6UW49	0.079680674	0
AEV54975.1	P40933	0.020974666	0
YP_010086168.1	Q9NZH6	0.005096304	0
YP_068116.1	O00757	0.0036030863	0
YP_009072435.1	Q16553	9.658035e-07	0
YP_010113361.1	Q9BWQ6	1.134571e-06	0
YP_010113294.1	Q8TF39	5.245273e-12	0
YP_008520228.1	Q96JL9	3.2431424e-06	0
YP_008492964.1	Q9NZH6	0.068169735	0
YP_010113423.1	Q7L311	0.28431818	0
YP_008888534.1	Q96IG2	3.2141838e-06	0
YP_010113360.1	Q6PCE3	4.3118166e-06	0
NP_058429.1	Q8NFW5	0.040425383	0
YP_164631.1	P00746	0.1785808	0
YP_009553676.1	A0A0C4DH68	0.0012187783	0
YP_214146.1	Q86TB9	0.17582189	0
