human_unid	virus_unid	pred_score
Q9Y5Z0	P08617	0.044
P48551	P08617	0.067
Q9BY79	P08617	0.048
P14415	P08617	0.063
A0A0C4DH67	P08617	0.090
Q5T2D2	P08617	0.062
P08069	P08617	0.057
Q9BX97	P08617	0.059
P03986	P08617	0.048
O43490	P08617	0.048
Q09428	P08617	0.060
Q9Y5G7	P08617	0.044
Q93038	P08617	0.047
A0A0J9YVY3	P08617	0.067
Q9UPR5	P08617	0.045
Q9BXB1	P08617	0.052
A0A0A6YYG3	P08617	0.065
O43318	P08617	0.039
P22303	P08617	0.046
P21554	P08617	0.074
Q13291	P08617	0.073
A0A087WSY4	P08617	0.104
Q8NH89	P08617	0.061
Q8NFT8	P08617	0.080
Q9NZV1	P08617	0.035
P35222	P08617	0.043
A0A0J9YXY3	P08617	0.056
Q9Y265	P08617	0.041
A0A0C4DH29	P08617	0.067
Q08174	P08617	0.051
P14555	P08617	0.055
Q8NFJ6	P08617	0.079
P22223	P08617	0.052
P31785	P08617	0.079
P16109	P08617	0.071
Q7RTP0	P08617	0.057
P78369	P08617	0.053
P13637	P08617	0.042
P08908	P08617	0.061
Q92847	P08617	0.074
Q01113	P08617	0.048
Q8WTV0	P08617	0.049
Q49SQ1	P08617	0.067
P57087	P08617	0.044
P29323	P08617	0.058
P28908	P08617	0.051
P26012	P08617	0.071
Q9UNW8	P08617	0.056
Q8NHG8	P08617	0.089
P43116	P08617	0.103
P54760	P08617	0.052
Q16720	P08617	0.071
P31644	P08617	0.043
P10721	P08617	0.045
O43895	P08617	0.043
Q14108	P08617	0.038
P54764	P08617	0.069
Q13319	P08617	0.087
A0A0A6YYG2	P08617	0.058
P41595	P08617	0.040
P05106	P08617	0.067
P25063	P08617	0.071
P08962	P08617	0.095
P13498	P08617	0.119
P0DP02	P08617	0.109
Q15758	P08617	0.053
Q07699	P08617	0.066
Q08554	P08617	0.046
P18825	P08617	0.081
P63027	P08617	0.062
Q7Z6M3	P08617	0.075
Q9Y2T6	P08617	0.079
A0JD32	P08617	0.073
O95057	P08617	0.058
Q04844	P08617	0.051
A0A0C4DH33	P08617	0.066
Q8N149	P08617	0.039
Q8TF71	P08617	0.073
P15509	P08617	0.076
P49286	P08617	0.087
P29275	P08617	0.081
P00747	P08617	0.039
Q16518	P08617	0.047
Q96Q06	P08617	0.061
Q9HBH0	P08617	0.083
Q9UIG8	P08617	0.043
Q8ND76	P08617	0.093
O43300	P08617	0.077
A0A0B4J277	P08617	0.058
O95754	P08617	0.045
Q9P1P5	P08617	0.074
P11166	P08617	0.063
Q8NAC3	P08617	0.053
P30203	P08617	0.066
A0A0B4J1V2	P08617	0.058
Q02763	P08617	0.065
Q8NGE5	P08617	0.058
P01112	P08617	0.067
Q16570	P08617	0.050
Q96LA5	P08617	0.067
Q6UXB3	P08617	0.056
Q6UXZ0	P08617	0.051
P01705	P08617	0.148
P05026	P08617	0.058
P43003	P08617	0.051
P10301	P08617	0.075
P58335	P08617	0.056
P51679	P08617	0.083
P55285	P08617	0.039
O95264	P08617	0.069
H7C241	P08617	0.054
P30301	P08617	0.073
P25445	P08617	0.057
Q86Y22	P08617	0.072
P08648	P08617	0.028
P51684	P08617	0.068
Q9Y624	P08617	0.045
Q92737	P08617	0.077
P49903	P08617	0.038
Q9HD43	P08617	0.049
Q969N4	P08617	0.099
O00254	P08617	0.081
P06331	P08617	0.077
Q92692	P08617	0.044
Q86YC3	P08617	0.053
P22694	P08617	0.049
Q8N8Q9	P08617	0.054
P08183	P08617	0.037
Q9NP90	P08617	0.053
Q13607	P08617	0.064
Q9Y2C5	P08617	0.075
P20339	P08617	0.059
P41240	P08617	0.073
Q8NGB2	P08617	0.049
Q9NP99	P08617	0.058
Q9BYE9	P08617	0.039
A0A1B0GX95	P08617	0.071
O43323	P08617	0.093
A0A0B4J238	P08617	0.055
P42261	P08617	0.043
O00548	P08617	0.041
Q15116	P08617	0.055
Q9UBY5	P08617	0.057
Q86UD5	P08617	0.052
P25116	P08617	0.081
P07947	P08617	0.050
A0A0B4J1V6	P08617	0.069
Q99653	P08617	0.067
P19438	P08617	0.069
A0A0A0MS00	P08617	0.066
A6BM72	P08617	0.047
Q5VV43	P08617	0.057
Q9HBX9	P08617	0.087
A0A0A6YYC5	P08617	0.049
P09769	P08617	0.057
P30550	P08617	0.061
A0A075B6I9	P08617	0.063
P23515	P08617	0.061
Q9UQF0	P08617	0.057
Q7Z410	P08617	0.037
O95661	P08617	0.050
Q9P0L0	P08617	0.061
P11362	P08617	0.043
A0A5A2	P08617	0.070
P21926	P08617	0.045
Q9HBW1	P08617	0.057
P07550	P08617	0.071
Q9NY46	P08617	0.047
P10644	P08617	0.082
Q14246	P08617	0.041
P63098	P08617	0.053
P35070	P08617	0.074
P17301	P08617	0.046
P47901	P08617	0.063
Q8N5I2	P08617	0.050
P23975	P08617	0.034
O75443	P08617	0.052
Q9NYM4	P08617	0.091
P32004	P08617	0.052
Q99677	P08617	0.063
A0A0J9YX35	P08617	0.100
P98172	P08617	0.060
O15245	P08617	0.075
Q9BQ51	P08617	0.082
P05362	P08617	0.057
P62745	P08617	0.078
P01876	P08617	0.055
P01375	P08617	0.052
P04629	P08617	0.069
Q8IVW8	P08617	0.070
P12314	P08617	0.087
P20648	P08617	0.039
P50993	P08617	0.046
Q9NP58	P08617	0.067
O15303	P08617	0.050
O43865	P08617	0.057
Q8N9M5	P08617	0.088
Q9UBL6	P08617	0.060
Q14439	P08617	0.049
P21796	P08617	0.049
P25024	P08617	0.080
P01715	P08617	0.066
P01906	P08617	0.093
P47900	P08617	0.081
Q9Y230	P08617	0.049
Q9H8T0	P08617	0.069
Q8N695	P08617	0.074
P15813	P08617	0.095
Q14392	P08617	0.057
Q9Y5I7	P08617	0.067
Q9BX67	P08617	0.058
O95471	P08617	0.079
O60503	P08617	0.053
P01130	P08617	0.053
P31321	P08617	0.084
A0A0B4J276	P08617	0.055
Q5T6X5	P08617	0.041
Q14916	P08617	0.082
P55085	P08617	0.057
P14416	P08617	0.055
P28335	P08617	0.059
P01703	P08617	0.069
O14798	P08617	0.060
P32926	P08617	0.041
Q16553	P08617	0.086
O95971	P08617	0.052
P29965	P08617	0.056
Q9UHI7	P08617	0.041
Q03405	P08617	0.065
B2RN74	P08617	0.057
P47211	P08617	0.098
O75976	P08617	0.035
Q14831	P08617	0.039
A0A075B6J6	P08617	0.081
Q86XT9	P08617	0.070
P29274	P08617	0.065
P21462	P08617	0.055
Q13304	P08617	0.067
Q9Y6L6	P08617	0.047
Q9BXA5	P08617	0.074
Q6IFH4	P08617	0.043
P08922	P08617	0.046
O43921	P08617	0.098
P32246	P08617	0.087
Q8NHV5	P08617	0.095
P01611	P08617	0.131
Q99466	P08617	0.037
Q96FX8	P08617	0.093
A0A0C4DH26	P08617	0.059
P13591	P08617	0.038
P08134	P08617	0.073
A6NFX1	P08617	0.056
P01730	P08617	0.061
Q96RF0	P08617	0.054
P05107	P08617	0.075
Q8NI35	P08617	0.052
P41217	P08617	0.058
P43005	P08617	0.055
P52798	P08617	0.114
O00468	P08617	0.037
Q9NPF0	P08617	0.083
P04839	P08617	0.063
A0A0B4J2H0	P08617	0.072
Q32ZL2	P08617	0.048
Q96EY1	P08617	0.068
Q8TDQ0	P08617	0.073
Q9H3Z4	P08617	0.081
Q9Y5H8	P08617	0.060
A0A0B4J1U3	P08617	0.126
P36888	P08617	0.048
P11717	P08617	0.073
P01764	P08617	0.086
P16070	P08617	0.047
Q9Y5F2	P08617	0.039
Q6PEY1	P08617	0.097
Q15084	P08617	0.057
P19256	P08617	0.056
P12319	P08617	0.043
Q9Y5Y4	P08617	0.081
Q9H313	P08617	0.077
Q01518	P08617	0.048
P06729	P08617	0.067
P40337	P08617	0.095
Q96J84	P08617	0.042
A0A0B4J275	P08617	0.059
P40879	P08617	0.048
A0A578	P08617	0.059
P34995	P08617	0.068
Q9Y5Y7	P08617	0.045
P01817	P08617	0.078
O00501	P08617	0.074
Q6UXM1	P08617	0.039
Q8NH07	P08617	0.061
Q07075	P08617	0.053
P16671	P08617	0.067
Q9HCJ2	P08617	0.061
O60641	P08617	0.033
Q92930	P08617	0.062
Q9NPD5	A0A1W6J8G8	0.043
Q96EP9	A0A1W6J8G8	0.095
Q9NRA2	A0A1W6J8G8	0.051
P33032	A0A1W6J8G8	0.061
P20309	A0A1W6J8G8	0.063
A0A577	A0A1W6J8G8	0.065
Q9UHC9	A0A1W6J8G8	0.051
Q15286	A0A1W6J8G8	0.063
Q96KG7	A0A1W6J8G8	0.071
P04430	A0A1W6J8G8	0.135
Q7Z5N4	A0A1W6J8G8	0.057
P04234	A0A1W6J8G8	0.075
P35372	A0A1W6J8G8	0.043
Q96GR2	A0A1W6J8G8	0.058
P21583	A0A1W6J8G8	0.074
P51164	A0A1W6J8G8	0.073
P41145	A0A1W6J8G8	0.052
P49685	A0A1W6J8G8	0.073
Q496F6	A0A1W6J8G8	0.093
A0A597	A0A1W6J8G8	0.075
O14626	A0A1W6J8G8	0.054
P05129	A0A1W6J8G8	0.061
Q01844	A0A1W6J8G8	0.059
A0A0B4J241	A0A1W6J8G8	0.061
P41587	A0A1W6J8G8	0.087
P31995	A0A1W6J8G8	0.092
Q9ULB1	A0A1W6J8G8	0.053
P16144	A0A1W6J8G8	0.071
A0A0C4DH25	A0A1W6J8G8	0.153
P52799	A0A1W6J8G8	0.084
O00526	A0A1W6J8G8	0.063
Q14524	A0A1W6J8G8	0.053
Q13255	A0A1W6J8G8	0.033
Q96D42	A0A1W6J8G8	0.073
P06312	A0A1W6J8G8	0.077
Q13324	A0A1W6J8G8	0.079
Q8NG94	A0A1W6J8G8	0.058
Q8NH90	A0A1W6J8G8	0.064
Q16512	A0A1W6J8G8	0.057
P50151	A0A1W6J8G8	0.054
P09619	A0A1W6J8G8	0.041
O75056	A0A1W6J8G8	0.040
Q9Y2C9	A0A1W6J8G8	0.071
Q15700	A0A1W6J8G8	0.041
Q7RTX0	A0A1W6J8G8	0.037
Q9Y6J6	A0A1W6J8G8	0.077
Q9NS75	A0A1W6J8G8	0.054
P18084	A0A1W6J8G8	0.078
Q16651	A0A1W6J8G8	0.064
Q9UM47	A0A1W6J8G8	0.050
P20020	A0A1W6J8G8	0.053
A0A075B6S5	A0A1W6J8G8	0.143
A0A0C4DH28	A0A1W6J8G8	0.072
P56856	A0A1W6J8G8	0.059
Q08357	A0A1W6J8G8	0.033
P51677	A0A1W6J8G8	0.091
P15529	A0A1W6J8G8	0.083
Q9Y5X1	A0A1W6J8G8	0.058
Q92629	A0A1W6J8G8	0.066
Q6UXG2	A0A1W6J8G8	0.083
Q9Y597	A0A1W6J8G8	0.071
P08582	A0A1W6J8G8	0.085
P01619	A0A1W6J8G8	0.153
Q8NGM8	A0A1W6J8G8	0.052
Q8NH83	A0A1W6J8G8	0.071
P30531	A0A1W6J8G8	0.091
Q04656	A0A1W6J8G8	0.066
Q96CW1	A0A1W6J8G8	0.045
Q9P2Y5	A0A1W6J8G8	0.065
P20333	A0A1W6J8G8	0.091
O14842	A0A1W6J8G8	0.059
O95918	A0A1W6J8G8	0.087
Q5BIV9	A0A1W6J8G8	0.121
Q9BY14	A0A1W6J8G8	0.057
A0A0K0K1B3	A0A1W6J8G8	0.118
P01825	A0A1W6J8G8	0.153
Q14242	A0A1W6J8G8	0.046
P05186	A0A1W6J8G8	0.077
Q92536	A0A1W6J8G8	0.099
Q9GZN0	A0A1W6J8G8	0.063
P47872	A0A1W6J8G8	0.052
Q9NY25	A0A1W6J8G8	0.051
P35613	A0A1W6J8G8	0.083
P19397	A0A1W6J8G8	0.067
O00241	A0A1W6J8G8	0.052
Q5T601	A0A1W6J8G8	0.038
P55087	A0A1W6J8G8	0.048
Q8N144	A0A1W6J8G8	0.095
A0A0C4DH69	A0A1W6J8G8	0.155
Q6UQ28	A0A1W6J8G8	0.065
Q92823	A0A1W6J8G8	0.045
O43164	A0A1W6J8G8	0.044
Q9UGH3	A0A1W6J8G8	0.049
Q9NPB3	A0A1W6J8G8	0.070
A0A5B7	A0A1W6J8G8	0.073
P30988	A0A1W6J8G8	0.083
Q9ULC5	A0A1W6J8G8	0.049
Q969F8	A0A1W6J8G8	0.061
Q04609	A0A1W6J8G8	0.049
P48509	A0A1W6J8G8	0.091
Q86VL8	A0A1W6J8G8	0.046
P09326	A0A1W6J8G8	0.070
O00398	A0A1W6J8G8	0.086
Q3MIR4	A0A1W6J8G8	0.055
A0A087WSY6	A0A1W6J8G8	0.088
P46108	A0A1W6J8G8	0.133
Q9NPC1	A0A1W6J8G8	0.075
P22413	A0A1W6J8G8	0.063
A0A075B6R0	A0A1W6J8G8	0.087
P32418	A0A1W6J8G8	0.063
P22455	A0A1W6J8G8	0.058
Q12860	A0A1W6J8G8	0.069
P01859	A0A1W6J8G8	0.055
Q9NY91	A0A1W6J8G8	0.062
Q86TG1	A0A1W6J8G8	0.091
P31645	A0A1W6J8G8	0.066
Q1EHB4	A0A1W6J8G8	0.088
Q9UHX3	A0A1W6J8G8	0.052
Q92887	A0A1W6J8G8	0.066
O60716	A0A1W6J8G8	0.046
O00206	A0A1W6J8G8	0.065
P63211	A0A1W6J8G8	0.082
P11168	A0A1W6J8G8	0.079
P30989	A0A1W6J8G8	0.043
P14778	A0A1W6J8G8	0.063
Q8IU80	A0A1W6J8G8	0.071
O43739	A0A1W6J8G8	0.062
Q9NVZ3	A0A1W6J8G8	0.067
P32248	A0A1W6J8G8	0.056
O15374	A0A1W6J8G8	0.053
P04211	A0A1W6J8G8	0.065
Q9NWF4	A0A1W6J8G8	0.046
P51654	A0A1W6J8G8	0.059
P54762	A0A1W6J8G8	0.075
P0DOY3	A0A1W6J8G8	0.081
O14944	A0A1W6J8G8	0.062
Q13936	A0A1W6J8G8	0.074
Q96F05	A0A1W6J8G8	0.035
Q01814	A0A1W6J8G8	0.047
Q14118	A0A1W6J8G8	0.067
O00476	A0A1W6J8G8	0.074
Q8NH01	A0A1W6J8G8	0.047
Q96NR3	A0A1W6J8G8	0.041
Q9Y5Y0	A0A1W6J8G8	0.084
P38484	A0A1W6J8G8	0.079
O95477	A0A1W6J8G8	0.059
P53985	A0A1W6J8G8	0.043
P62079	A0A1W6J8G8	0.112
P30968	A0A1W6J8G8	0.081
A0A0B4J1X8	A0A1W6J8G8	0.108
Q86V35	A0A1W6J8G8	0.059
P0C623	A0A1W6J8G8	0.053
Q86SQ3	A0A1W6J8G8	0.051
P35968	A0A1W6J8G8	0.071
Q14832	A0A1W6J8G8	0.047
P24530	A0A1W6J8G8	0.090
P63244	A0A1W6J8G8	0.041
P07948	A0A1W6J8G8	0.076
Q6UX82	A0A1W6J8G8	0.052
Q8WWG1	A0A1W6J8G8	0.078
Q92633	A0A1W6J8G8	0.053
Q7Z2K8	A0A1W6J8G8	0.060
P07949	A0A1W6J8G8	0.070
P0DOY2	A0A1W6J8G8	0.077
Q7RTX1	A0A1W6J8G8	0.037
P11912	A0A1W6J8G8	0.125
Q9HAB3	A0A1W6J8G8	0.054
P20138	A0A1W6J8G8	0.079
A0A0K0K1C4	A0A1W6J8G8	0.091
P55042	A0A1W6J8G8	0.065
A0A0K0K1D8	A0A1W6J8G8	0.074
O75131	A0A1W6J8G8	0.063
Q9BXN2	A0A1W6J8G8	0.071
Q9P273	A0A1W6J8G8	0.059
P36897	A0A1W6J8G8	0.065
P47898	A0A1W6J8G8	0.084
A0A0B4J1Y8	A0A1W6J8G8	0.104
P21802	A0A1W6J8G8	0.069
Q7RTY1	A0A1W6J8G8	0.078
Q8IWV2	A0A1W6J8G8	0.057
Q9BX59	A0A1W6J8G8	0.060
Q9H3R2	A0A1W6J8G8	0.041
O00533	A0A1W6J8G8	0.066
P19235	A0A1W6J8G8	0.061
A0A075B6I0	A0A1W6J8G8	0.063
Q08708	A0A1W6J8G8	0.129
P48039	A0A1W6J8G8	0.127
A0A0B4J262	A0A1W6J8G8	0.076
P48145	A0A1W6J8G8	0.077
Q96B33	A0A1W6J8G8	0.089
Q86YT6	A0A1W6J8G8	0.047
P10912	A0A1W6J8G8	0.064
Q9UHI5	A0A1W6J8G8	0.057
Q99705	A0A1W6J8G8	0.053
P21589	A0A1W6J8G8	0.058
Q96R54	A0A1W6J8G8	0.081
P13688	A0A1W6J8G8	0.057
A0A075B6J2	A0A1W6J8G8	0.064
Q9NYV7	A0A1W6J8G8	0.077
P01624	A0A1W6J8G8	0.105
A0A0C4DH41	A0A1W6J8G8	0.169
P61224	A0A1W6J8G8	0.093
Q02223	A0A1W6J8G8	0.066
P25092	A0A1W6J8G8	0.080
P40199	A0A1W6J8G8	0.071
Q9Y345	A0A1W6J8G8	0.056
P08913	A0A1W6J8G8	0.086
Q58EX2	A0A1W6J8G8	0.067
P0DP58	A0A1W6J8G8	0.068
O43508	A0A1W6J8G8	0.082
Q8IWE4	A0A1W6J8G8	0.089
Q9Y2I2	A0A1W6J8G8	0.081
Q86VB7	A0A1W6J8G8	0.059
O15162	A0A1W6J8G8	0.088
Q86WB7	A0A1W6J8G8	0.071
Q2HXU8	A0A1W6J8G8	0.064
P34810	A0A1W6J8G8	0.063
P01704	A0A1W6J8G8	0.097
Q9NR61	A0A1W6J8G8	0.063
Q14973	A0A1W6J8G8	0.085
P63000	A0A1W6J8G8	0.081
Q13467	A0A1W6J8G8	0.047
Q30154	A0A1W6J8G8	0.075
O15393	A0A1W6J8G8	0.061
P18848	A0A1W6J8G8	0.082
P20273	A0A1W6J8G8	0.050
P58743	A0A1W6J8G8	0.055
Q5DID0	A0A1W6J8G8	0.032
O14638	A0A1W6J8G8	0.065
A0A0B4J274	A0A1W6J8G8	0.056
A0A075B6K4	A0A1W6J8G8	0.073
P32239	A0A1W6J8G8	0.097
Q96NY8	A0A1W6J8G8	0.052
P80748	A0A1W6J8G8	0.141
P58173	A0A1W6J8G8	0.069
P13569	A0A1W6J8G8	0.057
Q86UF1	A0A1W6J8G8	0.068
P82251	A0A1W6J8G8	0.087
Q06787	A0A1W6J8G8	0.075
P0CG01	A0A1W6J8G8	0.087
P26006	A0A1W6J8G8	0.043
P26718	A0A1W6J8G8	0.097
P51681	A0A1W6J8G8	0.068
P33151	A0A1W6J8G8	0.046
Q9BZR6	A0A1W6J8G8	0.070
P50150	A0A1W6J8G8	0.055
Q96RI9	A0A1W6J8G8	0.091
P63215	A0A1W6J8G8	0.057
P49238	A0A1W6J8G8	0.054
P56817	A0A1W6J8G8	0.061
O15552	A0A1W6J8G8	0.098
P63218	A0A1W6J8G8	0.065
P01742	A0A1W6J8G8	0.063
Q6ZQN7	A0A1W6J8G8	0.068
Q9BV40	A0A1W6J8G8	0.063
P54709	A0A1W6J8G8	0.071
P01714	A0A1W6J8G8	0.073
Q9HBB8	A0A1W6J8G8	0.063
O60755	A0A1W6J8G8	0.045
Q14773	A0A1W6J8G8	0.091
P41146	A0A1W6J8G8	0.067
P17181	A0A1W6J8G8	0.035
P41968	A0A1W6J8G8	0.078
P15144	A0A1W6J8G8	0.055
Q7L0Q8	A0A1W6J8G8	0.068
P47888	A0A1W6J8G8	0.059
Q14330	A0A1W6J8G8	0.077
P53618	A0A1W6J8G8	0.062
O94856	A0A1W6J8G8	0.079
P01717	A0A1W6J8G8	0.078
P0DPF4	A0A1W6J8G8	0.063
Q15303	A0A1W6J8G8	0.058
P21709	A0A1W6J8G8	0.072
O95867	A0A1W6J8G8	0.109
P13945	A0A1W6J8G8	0.045
Q9NRA1	A0A1W6J8G8	0.101
P79483	A0A1W6J8G8	0.091
P61586	A0A1W6J8G8	0.070
Q16820	A0A1W6J8G8	0.046
P22732	A0A1W6J8G8	0.063
Q13002	A0A1W6J8G8	0.069
Q8NH72	A0A1W6J8G8	0.089
A0A0B4J248	A0A1W6J8G8	0.093
P16871	A0A1W6J8G8	0.093
P01706	A0A1W6J8G8	0.157
Q9UNQ0	A0A1W6J8G8	0.053
Q8NFP4	A0A1W6J8G8	0.060
P0CG04	A0A1W6J8G8	0.082
P0C7T3	A0A1W6J8G8	0.083
Q8WY64	A0A1W6J8G8	0.060
P51151	A0A1W6J8G8	0.069
P62330	A0A1W6J8G8	0.081
P56539	A0A1W6J8G8	0.074
P01824	A0A1W6J8G8	0.151
Q6UWL6	A0A1W6J8G8	0.049
Q8TCW9	A0A1W6J8G8	0.057
P06731	A0A1W6J8G8	0.061
Q495A1	A0A1W6J8G8	0.089
Q8NI17	A0A1W6J8G8	0.053
P08174	A0A1W6J8G8	0.063
P55899	A0A1W6J8G8	0.080
Q15669	A0A1W6J8G8	0.105
P51685	A0A1W6J8G8	0.093
Q99075	A0A1W6J8G8	0.091
Q15109	A0A1W6J8G8	0.071
P01903	A0A1W6J8G8	0.058
Q14574	A0A1W6J8G8	0.035
P12931	A0A1W6J8G8	0.061
P01861	A0A1W6J8G8	0.062
Q92482	A0A1W6J8G8	0.061
Q9BXT2	A0A1W6J8G8	0.086
P01768	A0A1W6J8G8	0.127
P60763	A0A1W6J8G8	0.079
P21860	A0A1W6J8G8	0.043
Q9NRM0	A0A1W6J8G8	0.049
P22681	A0A1W6J8G8	0.061
O94956	A0A1W6J8G8	0.073
O14493	A0A1W6J8G8	0.077
Q9NQC7	A0A1W6J8G8	0.051
Q9NPH3	A0A1W6J8G8	0.049
A0A0B4J234	A0A1W6J8G8	0.073
P11234	A0A1W6J8G8	0.067
P57735	A0A1W6J8G8	0.058
P60507	A0A1W6J8G8	0.070
A0A0B4J1Y9	A0A1W6J8G8	0.070
A6NF89	A0A1W6J8G8	0.057
Q5SSG8	A0A1W6J8G8	0.061
Q9GZQ4	A0A1W6J8G8	0.091
Q6UXK2	A0A1W6J8G8	0.041
A0A1B0GX68	A0A1W6J8G8	0.078
Q9BZM2	A0A1W6J8G8	0.078
Q04900	A0A1W6J8G8	0.050
P0DMS8	A0A1W6J8G8	0.101
P0DP07	A0A1W6J8G8	0.162
Q16625	A0A1W6J8G8	0.111
A6ND48	A0A1W6J8G8	0.063
P35916	A0A1W6J8G8	0.052
Q5MY95	A0A1W6J8G8	0.055
Q99497	A0A1W6J8G8	0.067
O95500	A0A1W6J8G8	0.053
Q15762	A0A1W6J8G8	0.060
P04921	A0A1W6J8G8	0.045
Q6UY09	A0A1W6J8G8	0.061
P17813	A0A1W6J8G8	0.057
Q9Y5N1	A0A1W6J8G8	0.050
P49006	A0A1W6J8G8	0.049
Q9HC73	A0A1W6J8G8	0.089
Q8NHC7	A0A1W6J8G8	0.078
P60953	A0A1W6J8G8	0.069
Q9H2X3	A0A1W6J8G8	0.052
Q9Y639	A0A1W6J8G8	0.055
P15328	A0A1W6J8G8	0.115
O15056	A0A1W6J8G8	0.051
Q9UI14	A0A1W6J8G8	0.073
P34903	A0A1W6J8G8	0.052
P16473	A0A1W6J8G8	0.067
P06315	A0A1W6J8G8	0.057
Q9H665	A0A1W6J8G8	0.070
O00222	A0A1W6J8G8	0.055
P00533	A0A1W6J8G8	0.049
P56748	A0A1W6J8G8	0.060
Q13651	A0A1W6J8G8	0.067
P29017	A0A1W6J8G8	0.089
O14931	A0A1W6J8G8	0.083
P35346	A0A1W6J8G8	0.055
P48960	A0A1W6J8G8	0.049
P50052	A0A1W6J8G8	0.072
O95977	A0A1W6J8G8	0.057
Q96FL8	A0A1W6J8G8	0.063
A0A075B6U4	A0A1W6J8G8	0.099
A0A075B6J1	A0A1W6J8G8	0.079
Q9NP72	A0A1W6J8G8	0.060
P46934	A0A1W6J8G8	0.061
P01833	A0A1W6J8G8	0.054
P13987	A0A1W6J8G8	0.081
Q9NRM6	A0A1W6J8G8	0.085
Q9UQ52	A0A1W6J8G8	0.054
Q99578	A0A1W6J8G8	0.069
Q96R67	A0A1W6J8G8	0.065
P48165	A0A1W6J8G8	0.064
A0A0G2JMI3	A0A1W6J8G8	0.067
P41180	A0A1W6J8G8	0.063
Q9UIA0	A0A1W6J8G8	0.067
P55064	A0A1W6J8G8	0.067
O00155	A0A1W6J8G8	0.059
A0A0C4DH55	A0A1W6J8G8	0.159
P06028	A0A1W6J8G8	0.067
A0A0C4DH59	A0A1W6J8G8	0.084
Q99624	A0A1W6J8G8	0.067
Q14714	A0A1W6J8G8	0.087
Q96CW9	A0A1W6J8G8	0.065
Q9H244	A0A1W6J8G8	0.073
Q96JJ6	A0A1W6J8G8	0.051
P51686	A0A1W6J8G8	0.055
Q9BPV8	A0A1W6J8G8	0.064
Q8N4C7	A0A1W6J8G8	0.067
P56750	A0A1W6J8G8	0.060
A0A5A6	A0A1W6J8G8	0.076
O00591	A0A1W6J8G8	0.047
Q8NBV8	A0A1W6J8G8	0.079
P21918	A0A1W6J8G8	0.057
P57764	A0A1W6J8G8	0.062
A0A075B6X5	A0A1W6J8G8	0.059
O95069	A0A1W6J8G8	0.090
P49841	A0A1W6J8G8	0.061
P08588	A0A1W6J8G8	0.059
Q96PL2	A0A1W6J8G8	0.052
P60201	A0A1W6J8G8	0.067
Q9H209	A0A1W6J8G8	0.063
O00574	A0A1W6J8G8	0.065
P02786	A0A1W6J8G8	0.049
Q07021	A0A1W6J8G8	0.059
Q8IZA0	A0A1W6J8G8	0.051
A0A087WT02	A0A1W6J8G8	0.064
Q9BZW8	A0A1W6J8G8	0.124
Q9BY10	A0A1W6J8G8	0.091
Q9Y5Y3	A0A1W6J8G8	0.057
Q9UKL4	A0A1W6J8G8	0.077
P14222	A0A1W6J8G8	0.079
P42081	A0A1W6J8G8	0.065
O14514	A0A1W6J8G8	0.061
Q03431	A0A1W6J8G8	0.041
P01116	A0A1W6J8G8	0.063
Q8WWQ8	A0A1W6J8G8	0.071
P32302	A0A1W6J8G8	0.096
Q9P232	A0A1W6J8G8	0.063
P60880	A0A1W6J8G8	0.052
P04433	A0A1W6J8G8	0.144
Q969P0	A0A1W6J8G8	0.049
Q9UKP6	A0A1W6J8G8	0.076
Q9Y6Q6	A0A1W6J8G8	0.054
Q8NCK7	A0A1W6J8G8	0.055
Q8TD46	A0A1W6J8G8	0.061
Q9HBW0	A0A1W6J8G8	0.059
Q99527	A0A1W6J8G8	0.093
Q9UN74	A0A1W6J8G8	0.053
P35590	A0A1W6J8G8	0.078
P56880	A0A1W6J8G8	0.067
P15260	A0A1W6J8G8	0.043
P41597	A0A1W6J8G8	0.095
P08571	A0A1W6J8G8	0.057
Q8TCQ1	A0A1W6J8G8	0.055
P20701	A0A1W6J8G8	0.073
P48023	A0A1W6J8G8	0.128
Q92956	A0A1W6J8G8	0.096
P01780	A0A1W6J8G8	0.099
Q8IVV8	A0A1W6J8G8	0.069
P07333	A0A1W6J8G8	0.061
Q9NT99	A0A1W6J8G8	0.053
P61952	A0A1W6J8G8	0.065
O43451	A0A1W6J8G8	0.045
P49407	A0A1W6J8G8	0.048
P11142	A0A1W6J8G8	0.075
Q01726	A0A1W6J8G8	0.113
Q14833	A0A1W6J8G8	0.060
Q8NGU9	A0A1W6J8G8	0.072
Q15761	A0A1W6J8G8	0.049
A8K7I4	A0A1W6J8G8	0.040
A0A087WSZ0	A0A1W6J8G8	0.071
A0A0B4J244	A0A1W6J8G8	0.062
B6A8C7	A0A1W6J8G8	0.077
Q99603	A0A1W6J8G8	0.061
Q9NQX3	A0A1W6J8G8	0.050
P35348	A0A1W6J8G8	0.047
Q14002	A0A1W6J8G8	0.060
P0DP08	A0A1W6J8G8	0.106
P41594	A0A1W6J8G8	0.063
Q12836	A0A1W6J8G8	0.060
Q9GZV3	A0A1W6J8G8	0.071
Q8NHA6	A0A1W6J8G8	0.069
Q7Z5A4	A0A1W6J8G8	0.068
P08887	A0A1W6J8G8	0.105
O15394	A0A1W6J8G8	0.061
O15427	A0A1W6J8G8	0.051
P40238	A0A1W6J8G8	0.060
O43493	A0A1W6J8G8	0.049
Q19T08	A0A1W6J8G8	0.057
